user,text,tag
알랑,찡그린 얼굴을 펴기만 하는 것으로 마음도 따라서 펴지는 법이다. 웃음은 가장 좋은 화장이고 건강법이다. 웃음은 인생의 약이다.,"['웃음', '얼굴', '인생']"
괴테,기쁨이 있는 곳에 사람과 사람 사이의 결합이 이루어진다. 사람과 사람 사이에 결합이 있는 곳에 또한 기쁨이 있다.,"['기쁨', '사람', '인간관계']"
괴테,자신의 희망을 아는 사람은 존경할 만하다.,"['희망', '존경', '자기자신']"
맹자,부모 구존(具存)하고 형제 무고함이 첫째 행복이다.,"['행복', '부모', '형제']"
힐티,"인류의 최대의 불행은 농사가 잘 안되었다거나 화재를 만났다거나 또는 나쁜 사람으로부터 받은 타격에서 온다기보다는 우리 개인 개인이 서로 화목하지 못하는 데서 발생한다. 자기의 이웃과 전인류를 적대시하고 나서 그 누가 행복될 수 있을 것인가? 자기 주위 사람, 아내와 남편과 부모와 형제와 친척과 그리고 친구와 이웃과 화목한 것이 행복의 출발점이다.","['행복', '이웃', '화목']"
M. 프라이어,행복되기를 원한다면 남을 즐겁게 하는 일을 배우라.,['행복']
셰퍼,소망과 희망을 가진 자는 이미 미래에 사는 자이다.,"['소망', '희망', '미래']"
A. 카네기,누구든지 좋은 기회가 없는 것은 아니다. 다만 그것을 적시에 포착할 수 없었을 뿐이다.,['기회']
R. 스티븐슨,"희망은 영원한 기쁨이다. 인간이 소유하고 있는 토지와 같은 것이다. 해마다 수익이 오르며, 결코 써 버릴 수 없는 확실한 재산이다.","['희망', '기쁨']"
퍼시 셸리,겨울이 오면 봄도 멀지 않으리.,"['겨울', '봄(spring)']"
나폴레옹,용기 있는 사람은 적이라 할지라도 나는 이를 존경한다.,"['용기', '존경', '적(enemy)']"
루소,인간은 본래 선한 존재이다. 자연 그대로의 상태는 선한 것이다.,"['인간', '자연', '선(good)']"
파블로 피카소,여러분은 그림을 그릴 때 가끔 아름다운 것을 발견할 것이다. 그러나 그것을 지워 버리고 몇 번이고 다시 그려야 한다. 지우는 일은 모양을 바꾸고 더 보태서 아름다움을 완성해 나가는 과정이다.,"['그림', '화가', '아름다움']"
그리보에도프,행복한 사람은 시계에 관심이 없다.,"['행복', '시계', '시간']"
괴테,"자연! 우리들은 자연으로 둘러싸여 있으며, 그 속에 파묻혀 있다. 그 속에서 빠져 나올 수도 없고, 또 더 빠져 들어가지도 못하면서.",['자연']
힐덜린,"희망이 없는 인생이란, 도대체 무엇이란 말인가.","['희망', '인생']"
쥘 르나르,"희망이란, 아침마다 빛나는 태양의 빛을 받으며 나갔다가도 저녁에 비에 젖어 돌아 오는 것과 같다.",['희망']
에머슨,소망은 너무 높게 갖지 말라! 올라 가지 못할 소망을 너무 높게만 가지면 눈앞의 할 일마저 놓치고 만다.,['소망']
니체,오직 미래를 건설하는 자만이 과거를 심판할 권리를 갖는다.,"['미래', '과거']"
B. 디즈레일리,자연의 걸음걸이에 맞추어라. 자연의 비밀은 인내이다.,"['인내', '자연']"
힐티,행복도 하나의 기술이다. 즉 자기 자신 속에서 발견하는 기술이 필요하다.,"['행복', '자기자신']"
알랑,"우리들은 행복이라는 물건을 만들 수 있는 재료와 힘을 가지고 있는데, 그것을 돌보지 않고 만들어져 있는 행복을 찾고 있다. 그러나 행복이란 파는 물건이 아닌 이상 살 수 없다는 것을 알아야 한다.","['행복', '자기자신']"
지드,"가장 큰 행복이란, 사랑하고 그 사랑을 고백하는 것이다.","['행복', '고백']"
슈와프,햇빛은 누구에게나 따뜻한 빛을 준다. 사람의 웃는 얼굴은 햇빛과 같이 친근감을 준다. 인생을 즐겁게 지내려면 찡그린 얼굴을 하지 말고 웃을 줄 알아야 한다.,"['웃음', '얼굴']"
로마 속담,행복의 계단은 미끄러지기 쉽다.,['행복']
베이컨,자연은 복종하지 않고서는 정복할 수 없는 것이다.,['자연']
나폴레옹,자연적이 아닌 것은 모두 불완전한 것이다.,"['불완전', '자연']"
콜리지,자연에 우울한 것이라고는 하나도 없다.,['자연']
칼 메닝거,"영어의 행복이란 단어 happiness는 본시 옳은 일이 자신 속에 일어난다는 뜻을 가진 happen에서 나온 말이다. 행복이란 글자가 가진 뜻과 같이, 그것은 그 사람의 올바른 성과인 것이며, 우연히 외부에서 찾아온 운명의 힘은 아닌 것이다.",['행복']
쾨르너,자연의 수수께끼는 끝이 없다.,['자연']
링컨,나는 하나의 절실한 소원을 가지고 있다. 그것은 내가 이 세상에 태어난 까닭에 조금이라도 세상 일이 좋게 되어 간다는 것을 볼 때까지 살고 싶다는 것이다.,"['소원', '세상']"
니체,실망은 못난 사람이 내리는 판단이다. 현명한 사람은 실망이란 두 글자가 자기 머리에 떠오르는 것조차 두려워한다.,"['실망', '사람']"
실러,어떠한 자연의 속에서도 아름다움을 느끼지 않는 사람은 그 사람의 마음에 결함이 있음을 보여주는 것이다.,"['자연', '아름다움']"
에론스트,자연의 진실과 단순은 언제나 중요한 예술의 궁극적인 기초였다.,"['예술', '진실', '단순']"
알베르 카뮈,행복은 잃기가 쉽다. 행복이란 항상 분에 넘치는 것이기 때문이다.,['행복']
보브나르그,인내란 희망을 갖는 기술이다.,"['인내', '희망']"
에머슨,희망은 깊은 바다 위가 아니면 결코 그 날개를 펼 수 없다.,['희망']
영국 속담,오늘만은 슬픔이 있더라도 내일은 꼭 기쁨이 있어야 하겠다.,"['오늘', '슬픔', '내일', '기쁨']"
헤라클레이토스,만물은 유전(流轉)한다.,['만물']
로망 롤랑,"만약 세상 사람들이 괴로와 하는 것을 보고 일일히 발을 멈춘다고 하면, 사람은 도저히 살아 갈 수가 없을 것이다. 행복이란 열 가지 고뇌 속에 한두 가지의 즐거움을 가리키는 것이다. 그러기 때문에 사람들은 열 가지의 괴로움 속에서도 한두 가지의 즐거움, 다시 말하면 행복이 있기 때문에 괴로움과 고뇌를 잊어 버리고 씩씩하게 살아 가는 것이다.","['괴로움', '행복']"
프랑스 격언,최고의 쾌락은 남을 즐겁게 하는 데 있다.,"['쾌락', '봉사']"
러보크,희망과 기력과 용기를 준다는 것은 돈을 주는 것보다 큰 은혜이다.,"['희망', '기력', '돈(money)', '은혜']"
보브,희망이란 영구히 사람의 가슴속에서 사라지지 않는다. 그러므로 사람은 당장 행복하지 않아도 언젠가는 행복해진다고 생각한다.,"['희망', '행복']"
주베르,행복이란 자기의 영혼을 훌륭하다고 느끼는 것이다. 그 이외에 행복이라는 것은 없다. 따라서 행복은 슬픔 속에서도 뉘우침 속에서도 존재할 수 있다.,"['행복', '영혼']"
베이컨,희망은 멋진 아침 식사이지만 형편없는 저녁 식사이다.,['희망']
라파엘,신앙과 사랑에 대한 목표를 갖지 않은 사람에겐 역시 목표 없는 희망이 있을 뿐이다.,"['신앙', '사랑', '목표']"
S. 존슨,희망이 없는 슬픔에서는 어떠한 지혜도 나오지 않는다.,"['슬픔', '지혜', '희망']"
니체,비범한 사람이란 필요한 일을 견딜 줄 아는 동시에 그 곤란을 사랑하는 사람이다.,"['사람', '곤란']"
셰퍼,기대한다는 것은 그것만으로 이미 행복한 것이다. 기대 속에는 그대가 기대하는 영상이 여러모로 떠올라 있기 때문이다.,"['기대', '행복']"
괴테,"자연이란 부단히 건설하고, 또 부단히 파괴하는 것이다.",['자연']
아우구스티누스,"마음을 평온하게 가지려면 불쾌한 기억을 머리 속에 불러들이지 말 것이다. 시궁창이 있는 곳을 피하여 가듯이 불쾌한 기억은 피해 버려야 한다. 기분 나빴던 일을 언제까지나 머리 속에서 꾸역꾸역 생각하는 것은 가장 나쁘다. 사람은 현재가 불행한 것이 아니라, 불쾌하고 슬픈 기억 때문에 불행한 것이다. 그러한 기억에서 떠난다면, 오늘의 하루는 그런대로 즐거울 것이다.","['마음', '불행', '기억', '하루', '즐거움']"
루터,"가장 기쁜 생의 과정은 온전한 가정에서 찾고 친절한 아내와 더불어 살며, 적은 것을 만족하는 것으로 생각한다.","['기쁨', '가정', '인생살이']"
마르틴 루터,희망은 강한 용기이며 새로운 의지이다.,['희망']
알랑,"행복이란 스스로 만족하는 점에 있다. 남보다 나은 점에서 행복을 구한다면 영원히 행복되지 못할 것이다. 왜냐하면 누구든지 남보다 한 두가지 나은 점은 있지만, 열가지가 다 남보다 뛰어날 수는 없기 때문이다. 그러기 때문에 행복이란 남과 비교해서 찾을 것이 아니라 스스로 만족할 수 있는 것이 중요하다.","['행복', '만족', '타인비교']"
신약 로마 서,"소망 중에 즐거워하며, 환난 중에 참으라.","['소망', '환난']"
골드스미드,"우리의 최대의 영광은 한 번도 실패하지 않았다는 것이 아니고, 쓰러질 때마다 다시 일어난다는 점에 있다.","['실패', '영광', '재기']"
세르반테스,생명이 있는 한 희망이 있는 것이다.,"['희망', '생명']"
아우렐리우스,더 이상 자신을 잘못 인도하지 말라. 앞으로 남은 시간이 많다고 생각하지 말라. 너에게 주어진 시간은 결코 길지 않다. 헛된 희망은 내던져 버리고 마지막 정리를 하라. 정말로 너 자신을 위하려면 아직 할 수 있는 동안에 이성의 인도에 따르라.,"['시간', '희망', '이성']"
위고,수학보다도 희망이 더 문제를 푸는 힘이 있다.,"['희망', '수학']"
장 파울,긴 희망은 짧은 경탄보다 감미롭다.,"['희망', '경탄']"
성서,가난한 자에게 복이 있으라. 가난한 자는 복이 있나니 천국이 저희 것임이라.,"['가난', '빈자', '천국']"
휘트만,가장 먼 데까지 간 사람은 누구냐고 묻고 싶다. 왜냐하면 나는 그보다 더 멀리까지 가고 싶기 때문에.,['야망']
G. 허버트,"너의 행동은 낮게 하고, 너의 희망은 높이 가지라.","['행동', '희망']"
칼라일,훌륭한 일은 모두 처음에는 불가능인 것같이 보인다.,['일(work)']
스탕달,미모는 행복의 보증에 지나지 않는다.,"['미모', '행복']"
J.L.C. 그림,행복한 사람은 남을 행복하게 만들어 줄 수 있다. 남을 복되게 하여 주면 자기의 행복도 한층 더한 것이다.,['행복']
키이츠,인생은 장미꽃의 희망이다. 단 피어나지 않을 동안만의.,"['인생살이', '희망', '장미']"
W. 배젓,인생의 기쁨은 다른 사람들이 할 수 없는 일을 하는 데 있다.,"['인생', '기쁨']"
영국 속담,희망만으로 사는 사람은 음악 없이 춤추는 것과 같다,"['희망', '음악', '춤(dance)']"
모로아,망각 없이 행복은 있을 수 없다.,"['망각', '행복']"
슈바이처,인류가 모두 행복하기 전에는 개인의 행복이란 있을 수 없다.,"['행복', '인류']"
롱펠로,"행운을 바라고 행복을 생각하지 않는 사람은 없다. 그것을 얻기 위해 사람들은 고생하고 방황하며, 또한 지금길을 가려고 도박적인 일에 손을 대는 사람이 많다. 사람은 일을 하면서 행운과 행복을 기다려야 한다.","['행운', '행복', '일(work)']"
조만식,"현대의 우리나라 사람들은 내세를 생각하고 살아가는 사람이 아니라 다만 그날 그날에 취생몽사의 양태로 지나가는 형상인 듯 하다. 자기 일 개인의 이상, 우리나라 사람 전체의 이상이 있어야 되겠다. 말하자면 대원, 대망이 있는 사람이 많이 나와야 할 줄로 안다. 현대 어디를 막론하고 대인물, 대인격자를 얻어야 사회는 운전되고 향상되고 건축이 있는 것이다.","['대한민국', '사람']"
엑토르 라오스,"행복으로 가는 길을 열어 주는 열쇠는 없고, 행복을 향해 올라가는 사다리가 있을 뿐이다.",['행복']
테니슨,중대한 희망은 인간을 인간답게 만든다.,"['희망', '인간']"
묵자,만족한 마음을 가질 수 없는 사람은 결코 만족한 생활이란 있을 수 없다.,"['만족', '마음', '생활']"
도스토예프스키,어떤 사람은 자기는 늘 불행하다고 자탄한다. 이것은 자신이 행복함을 깨닫지 못하기 때문이다. 행복이란 누가 주는 것이 아니라 스스로 찾는 것이다.,"['불행', '행복', '자기자신']"
로이드 조지,희망은 애국심의 근원이다.,"['희망', '애국심']"
몰토케,행복을 소유하고 있는 것은 오랫동안 두고 볼 때 대개 무능한 사람뿐이다.,['행복']
마르쿠스 아우렐리우스,이 말을 기억하라. 즉 행복된 생활을 영위하기 위해선 별로 필요한 것이 없다는 것을. 아무리 사소한 일에 있어서의 성공이라 할지라도 만족하라. 그리고 비록 그러한 성과라도 결코 경시할 것이 아니다.,"['행복', '성공', '만족', '생활']"
앙드레 지드,모든 미덕은 자기 희생에 의해서 완성된다.,"['미덕', '덕(virtue)', '희생']"
탈레스,누가 행복한가. 그것은 건강하고 돈이 있고 학식이 있는 사람이다.,"['행복', '돈(money)']"
소포클레스,가장 행복된 생활은 너희가 슬퍼하고 기뻐하길 배우기 전의 무지에 있다.,"['행복', '무지']"
러스킨,"남의 불행 위에 자기의 행복을 만들지 말라. 나에게나 남에게나 따스한 온도가 통하는 것이 진실이다. 행복은 진실하기를 요구하며, 진실 그 자체는 행복이 아니라도 적어도 가까운 곳에 있는 것이다.","['행복', '진실']"
아나톨 프랑스,"이 세상의 참다운 행복은 남에게서 받는 것이 아니라 내가 남에게 주는 것이다. 그것이, 물질적인 것이든 정신적인 것이든, 인간에게 있어서 가장 아름다운 행동이기 때문이다.","['행복', '베풂']"
보브나르그,희망은 재산가운데서 가장 유익한 것이거나 아니면 가장 해로운 것이거나 그 어느편에 속하기 마련이다.,"['희망', '재산']"
영국 속담,행운은 한 번쯤 누구에게나 찾아온다.,['행운']
리히텐베르크,"욕망을 적게 가지면 가질수록 그만큼 행복해질 것이라는 말은 예로부터 내려오고 있으나, 그러나 그것은 매우 어긋난 진리이다.","['욕망', '행복']"
R. 후고,불행 속에서도 위대할 수 있다는 것. 그것은 행복이다.,"['행복', '불행']"
공자,옳은 일임을 알고 행하지 않는 것은 용기가 없는 것이다.,"['행동', '용기']"
포드,희망은 영원히 인간의 가슴속에 솟아 난다. 인간은 언제나 당장 행복할 수는 없다. 인간의 행복이란 항상 앞으로 전진하며 탐구하는데 있다.,"['희망', '행복', '탐구']"
페스탈로치,가진 것이 없다는 것은 신에 접근하는 것이다. 사람이 가난하면 감격하기 쉽다. 그것은 그 마음이 비고 겸허하기 때문이다. 가진 것이 없고 늘 부족하게 지낸다는 그 자체가 가난한 사람으로 하여금 겸허하게 하고 감격케 하는 것이다.,['가난']
호돈,이 세상의 행복은 그것이 찾아 올 때는 전혀 우연히 찾아 온다. 그러나 행복을 추구하려면 우리들은 기러기를 쫓는 것과 같아서 결코 손안에 넣을 수 없는 것이다.,['행복']
라 로슈푸코,희망이란 도대체 만들 수 없는 형상이다. 그러나 희망이란 단 한 가지 평탄한 길을 거쳐 인생의 종착역까지 갈 수 있게 해 주는 것이다.,['희망']
와다나베 쇼이치,생활의 순도를 높이기 위해서는 축복하는 마음을 가져야 한다. 축복하는 마음이란 간단히 말해서 질투심의 반대이다.,"['축복', '마음']"
영국 속담,자기 스스로를 행복하다고 생각하는 사람은 행복하다.,"['행복', '자기자신']"
힐티,인간의 행복의 대부분은 끊임 없이 계속되는 일과 그것에 의거한 축복으로써 이루어진다. 그리고 그것이 마지막에 가서는 일을 유쾌한 것으로 변하게 한다. 인간의 마음은 진정한 일거리를 발견했을 때처럼 유쾌한 기분이 드는 때는 없다. 제군들이 행복하기를 바라거든 먼저 일을 시작하라.,"['행복', '일(work)']"
몽테뉴,"이 세상에 오래 지탱하는 것은 없다. 커다란 기쁨도 다음 순간에는 이미 생기를 잃고 또 다음 순간에는 더욱 그것이 희박하게 되며, 결국은 자기도 모르는 사이에 흔적마저 없이 된다. 그것은 마치 물위에 생긴 파문이 마침내 평범한 물 표면으로 휩쓸려 들어가는 것과 마찬가지이다.","['인생살이', '기쁨']"
벤자민 프랭클린,행복하게 되기 위해서는 두가지 길이 있다. 욕망을 줄이거나 소유를 늘리거나 하는 것이다. 어느 편이든 좋다.,"['행복', '욕망', '재산']"
세르반테스,근면은 행복의 어머니.,"['근면', '행복']"
C. 힐티,"시간을 버는 가장 우수한 방법은 일주 6일, 일정한 주간 시간에 규칙있게 일하는 것이다.","['시간', '일(work)']"
빌헬름 뮐러,어리석은 사람은 조금만 따뜻해져도 오래도록 입고 있던 겨울 옷을 집어 던진다. 행복의 먼동이 틀때야 말로 불행했을 때의 좋은 벗을 잊어서는 안 된다.,"['우자', '친구']"
고리키,어떤 강제로는 우리는 결코 행복해질 수 없다.,"['행복', '강제']"
괴테,"완전은 하늘의 척도이며, 완전에 도달하려는 희망은 인간의 척도이다.","['완전', '신(god)', '인간']"
오든,시간에 속지 말라. 시간을 정복할 수가 없다.,"['시간', '정복']"
대학,"날로 새로워지고, 나날이 새로워지고, 또 날로 새로워지리라.","['인생살이', '향상']"
니체,갈망은 행복이다. 행복으로서 포만은 갈망의 최후의 순간이다.,"['갈망', '포만', '행복']"
A. 테니슨,"시간에는 오늘이 없고, 영겁에는 미래가 없고, 영원에는 과거가 없다.",['시간']
A. 토인비,"인간의 소망에는 개체적이며, 사적인 소망을 갖고 있다. 그러나 그는 인류 전체 혹은 그일부(종족이나 가족, 아니면 교회 등)를 위한 초 개인적 소망도 동시에 지니고 있다.",['소망']
롱펠로,기쁨과 절제와 안전이 있는 사람에게는 의사가 필요치 않다.,"['건강', '기쁨', '절제']"
토마스 아 켐피스,보다 많이 가지려는 것보다 보다 적게 바라는 정신을 가져라.,"['정신', '인생살이', '욕심', '소유']"
바론 리튼,"생각하는 것이 인생의 소금이라면, 희망과 꿈은 인생의 사탕이다. 꿈이 없다면 인생은 쓰다.","['꿈(dream)', '희망', '생각', '인생']"
에셴바흐,우리들이 나이를 먹게 되면 젊을 때의 행복보다도 그 때 품고 있던 소망이 한층 더 그립게 여겨지는 법이다.,"['나이', '행복', '소망']"
헬렌 켈러,"행복의 한쪽 문이 닫히면, 다른 쪽 문이 열린다. 그러나 흔히 우리는 닫혀진 문을 오랫동안 보기 때문에 우리를 위해 열려 있었던 문을 보지 못한다.",['행복']
마크 트웨인,슬픔은 혼자서 간직할 수 있다. 그러나 기쁨이 충분한 가치를 얻으려면 기쁨을 누군가와 나누어 가져야 한다.,"['슬픔', '기쁨']"
루루,"행복한 사람이 갖는 불행이란 절망뿐이며, 불행한 사람이 갖는 행복이란 희망을 갖는 일이다.","['행복', '불행']"
영국 속담,제일 많은 시간을 가진 사람이라도 낭비해서 좋은 시간은 조금도 없다.,['시간']
베르길리우스,행운은 용기 있는 자에게 편든다.,"['행운', '용기']"
홍자성,마음이 어진 사람은 비록 조그만 집에 살아도 행복할 수 있다. 마음이 악한 사람은 비록 고래등 같은 큰 집에 살며 호의 호식해도 불행한 사람이다.,"['행복', '불행', '마음', '집(house)']"
러셀,힘 드는 일을 훌륭하게 완수했을 때의 행복감은 정말로 큰 것이며 태만한 사람이 그러한 경험을 하리라고는 생각하지 않는다.,"['행복', '일(work)', '성취', '게으름']"
괴테,어떠한 일에 대해서든지 희망을 갖는다는 것은 절망하기보다는 낫다. 가능한 것의 한계를 잰다는 것은 아무도 할 수 없는 일이니까.,"['희망', '절망']"
코체부,희망은 인생의 유모이다.,['희망']
구약 여호수아 서,마음을 강하게 하라. 담대히 하라.,"['인생살이', '마음']"
스탕달,행복이 무엇보다도 클 경우에 미소와 눈물이 생긴다.,"['행복', '눈물', '미소']"
로렌스 굴드,"질투심이 많은 사람은 적어도 행복된 조건에서 이탈한 사람이다. 질투라는 것은 자기가 가진 것에 대해서 즐거움을 찾지 않고, 남의 소유물에 대해서 괴로워하는 기분이다. 행복은 자기가 지배할 수 있는 자기 소유권 내의 물건을 사랑할 수 있는 사람의 것이다. 남의 주머니에 든 물건을 탐내지 않는다는 것이 행복의 중요한 조건이다.","['질투심', '행복']"
세네카,미래를 염려하는 마음은 불행하다.,"['불행', '미래']"
마르티알리스,기쁨은 머물러 있지 않고 날개를 펼쳐 날아가 버린다.,['기쁨']
M. 몽테를랑,여자들은 자기가 사랑을 받고 있음을 느끼면 백발이 될 때까지도 어린애 같은 기쁨을 느끼는 법이다.,"['여자', '사랑']"
괴테,"사람이 소망하던 것을 이룰 때처럼, 그동안 바라던 마음이 멀리 떨어져 나가는 일은 없다.","['소망', '성취']"
모로아,"소망대로의 행복을 얻지 못한 지난날을 버리고, 진실로 자기를 위한 길을 찾고자 하는 희망이야말로 재생할 수 있는 사람만이 가지는 매력이다.",['희망']
에머슨,지식과 용기는 위대한 일을 성취한다. 이 두 가지가 인간을 영원한 존재로 만든다.,"['지식', '용기', '인간']"
러시아 속담,희망의 왕국에는 겨울이 없다.,['희망']
벤자민 프랭클린,인생을 사랑하느냐? 만일 사랑한다면 시간을 낭비하지 말라. 시간은 인생을 이루는 요소이다.,"['시간', '하루', '인생']"
영국 격언,행운은 여간해서 계속해서 오지는 않는다.,['행운']
요한 폰 헤르더,짧은 인생! 위대한 희망! 행복은 허무하고 불행은 오래 간다.,"['행복', '불행']"
윌리엄 블레이크,대개 행복하게 지내는 사람은 노력가이다. 게으름뱅이가 행복하게 사는 것을 보았는가! 노력의 결과로서 오는 어떤 성과의 기쁨 없이는 누구나 참된 행복은 누릴 수 없기 때문이다. 수확의 기쁨은 그 흘린 땀에 정비례하는 것이다.,"['행복', '노력', '게으름']"
소크라테스,아무것도 바라지 않는 때가 최고의 행복이다. 극히 작은 것 밖에 바라지 않을 때가 그 다음가는 행복이다.,"['행복', '무욕']"
로거우,"모든 참된 행복은 진리와 더불어 있고, 모든 참된 기쁨도 진리와 더불어 있다. 진리가 떠나는 날, 행복도 기쁨도 우리 곁을 떠난다.","['행복', '진리']"
스코트,소심하고 망설이기를 일삼는 인간은 아무 일도 할 수 없다. 왜냐하면 그에게는 일체의 일이 불가능하게 보이기 때문이다.,"['소심', '망설임']"
그라샨,순풍에 돛을 단 것과 같은 행운은 항상 위태위태한 듯한 느낌을 준다. 행운은 드문 드문 찾아올 때가 보다 더 안전한 것 같다.,['행운']
채근담,행복은 구해서 얻어지는 것이 아니다. 유쾌하게 살아서 복을 부르는 수 밖에 없다. 불행은 피할 수가 없다. 타인을 해하려는 마음을 없애고 불행에서 떨어져 가는 수 밖에 없다.,"['행복', '불행']"
베르그송,"무한의 가능성을 지닌 미래에 대한 생각이, 미래 그 자체보다도 더 중요하다. 소유보다 희망에, 현실보다 꿈에 더 많은 매력이 있는 것이다.","['미래', '희망', '꿈(dream)']"
힐티,사람이 의식하기 시작한 최초의 시각부터 의식이 사라질 때까지 가장 열심히 구하여 마지 않는 것이 뭐니 해도 행복의 감정이다.,['행복']
B. 그라시안 이 모랄레스,오래 지속되는 행운은 어떻든 수상하다.,['행운']
힐티,행복이란 말에는 무언지 우울한 가락이 있다. 그것을 입에 담을 때 이미 그것은 도망해 버리고 있다.,['행복']
테오프라스토스,시간은 인간이 쓸 수 있는 가장 값진 것이다.,['시간']
풀러,바보는 그저 방황하고 현명한 사람은 여행을 떠난다.,"['여행', '인생살이']"
에머슨,희망은 앞을 헤아릴 수 없는 상황이 아니면 결코 그 아름다운 날개를 펴지 않는다. 미래가 불투명한 상황에서 희망은 드디어 빛을 발한다. 앞을 헤아릴 수 없는 상황에 직면할 때 더욱 더 희망을 신뢰하자.,"['희망', '미래']"
아리스토텔레스,"그릇이 큰 사람은 남에게 호의와 친절을 베풀어 주는 것을 자기의 기쁨으로 깨닫는다. 그리고 자기가 남에게 의지하고 남의 호의를 받는 것을 부끄럽게 생각한다. 즉 내가 남에게 베푸는 친절은 그만큼 내가 그 사람보다 낫다는 표적이 되지만, 남의 친절을 바라고 남의 호의를 받는 것은 그만큼 내가 그 사람보다 못하다는 의미가 되는 까닭이다.","['호의', '친절']"
후한서,남아는 사중에서 활을 얻어야 한다. 앉아서 궁할소냐?,"['남아', '남자']"
에머슨,"오락은 꽃이요, 실무는 뿌리이다. 꽃의 아름다움을 즐기려면 뿌리를 튼튼히 하지 않으면 안 된다.","['실무', '오락', '꽃']"
번즈,쾌락은 펼쳐진 양귀비 같아서 꽃을 쥐면 핀 꽃은 시든다. 또 쾌락은 강에 떨어지는 눈과 같아서 한 순간은 희지만 그 다음에 영원히 녹아 버린다.,['쾌락']
랄프 왈도 에머슨,"영웅은 보통 사람보다 용기가 있는 것이 아니며, 다만 오 분쯤 더 용기가 지속될 따름이다.","['영웅', '용기']"
러셀,모든 인간관계에 있어 한쪽만이 행복을 붙잡기란 쉬운 일이다. 그러나 양쪽에서 이를 확보하는 일이란 어려운 일이다.,"['인간관계', '행복']"
클레망소,행운은 눈먼 장님이 아니다. 대개 부지런한 사람을 찾아간다. 걷는 자 만이 앞으로 나아갈 수 있다.,"['행운', '근면']"
버나드 쇼,여자의 기쁨은 남자의 자만을 다치게 하는 일이다.,"['여자', '남자']"
파스칼,무엇이든지 풍부하다고 반드시 좋은 것은 아니다. 더 바랄 것이 없이 풍족하기로 그만큼 기쁨이 큰 것은 아니다. 모자라는 듯한 여백! 그 여백이 오히려 기쁨의 샘이다.,"['풍족', '기쁨', '여백']"
웰링턴,"무서움을 알고, 그래도 그것을 무서워하지 않는 자야말로 진정한 대용자이다.","['무서움', '용자']"
노신,"자기 만족을 하지 않는 인간이 많은 인종은, 영원히 전진하고 영원히 희망을 갖는다.","['만족', '인종']"
도스토예프스키,돈이 있어도 최고의 이상이 없는 사람은 조만간 몰락의 길을 밟는다.,"['돈(money)', '이상(ideal)']"
라 로시푸코,행운을 지속하기 위해서는 악운을 견디어 가는 이상의 큰 용기가 필요하다.,"['행운', '용기']"
탈레스,희망은 가난한 자의 빵이다.,"['희망', '가난']"
파스칼,"불행의 원인은 늘 나 자신이다. 몸이 굽으니 그림자도 굽다. 어찌 그림자 굽은 거을 한탄할 것인가! 나 외에는 아무도 나의 불행을 치료해 줄 사람은 없다. 불행은 내 마음이 만드는 것과 같이, 불행도 내 자신이 만들 뿐이요, 또 치료할 수 있을 뿐이다. 내 마음을 평화롭게 가져라! 그러면 그대의 표정도 평화롭게 화애로워 질 것이다.","['불행', '마음']"
나폴레옹,사치한 생활에서 행복을 구하는 것은 마치 태양을 그려놓고 빛이 비치기를 기다리는 것이나 다름이 없다.,"['행복', '사치', '명예']"
J. 릴리,정직을 잃은 자는 더 이상 잃을 것이 없다.,['정직']
러시아 격언,행복은 운반하기 어려운 혹이다.,['행복']
마르티네스 데 캄포스,"나의 의견으로는 행, 불행은 생물학적 현상이며, 행복한 사람이란 최소의 힘을 들여 최대의 긴장을 풀 수 있는 사람을 말한다.","['행복', '불행']"
킨 허바드,무엇이 행복을 주는지 말하기는 꽤 어렵다. 가난도 부도 둘 다 지금껏 실패했으니까.,"['행복', '가난', '부(wealth)']"
토마스 아 켐피스,천상의 기쁨은 소박하다. 거기에는 평화가 넘치고 있기 때문이다.,"['기쁨', '평화']"
라 로시푸코,행복한 사람은 절제가 있다. 또 그러한 절제는 행복으로 인해 편안하고 고요한 기분 때문에 생기기 마련이다.,"['행복', '절제']"
대커리,훌륭한 유머는 사람이 사회 생활에서 입을 수 있는 가장 훌륭한 의복의 하나다.,['유머(humor)']
체호프,행복한 사람은 불행한 사람이 말없이 자신의 무거운 짐을 짊어지고 걷고 있기 때문에 행복을 즐기고 있는 것이다. 이 불행한 사람의 침묵이 없었던들 행복 따위가 있을리 만무하다.,"['행복', '불행']"
올더스 헉슬리,행복이라는 것은 코크스와 같은 것이어서 어떤 다른 물건을 만드는 과정에서 생산되는 부산물이다.,['행복']
호라티우스,사람들은 행복을 찾아 세상을 헤맨다. 그런데 행복은 누구의 손에든지 잡힐 만한 곳에 있다. 그러나 마음속에 만족을 얻지 않으면 행복을 얻을 수 없다.,"['행복', '마음', '만족']"
알랑,"야심가라는 사람들은 희한한 행복이 굴러 들어 올 것이라는 생각으로써 항상 무엇인가 뒤를 쫓아 다니고 있다. 하지만 그의 중요한 행복은 분주하다는 그 사실이다. 그래서 무슨 실망하는 일이 있어서 불행한 때에도, 그는 자기의 불행에 대해서 오히려 행복을 느끼고 있는 것이다. 그것은 그 실망, 그것은 요법으로 생각하고 있기 때문이다.","['야심가', '행복']"
셰익스피어,불행을 고치는 약은 이제 소망밖에 없다.,"['불행', '소망']"
